Wine Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Bottle Image,One Liner Description,Vintage,Soil Type,Grape Variety,Wine Type,Price of Bottle,Long decription,Winemaking Method,Ageing,Tasting Notes,Food Pairing,Expert Ratings,Soil_Text,VariantID,AltName
Château de la Font du Loup Châteauneuf-du-Pape 2020,chateau-de-la-font-du-loup-chateauneuf-du-pape-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274fb0e53cb6caee10e6,Thu Dec 12 2024 18:11:27 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:54 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274fb0e53cb6caee10a9_67386df86ed6615bdc68eccd_Cha%25CC%2582teau%2520de%2520la%2520Font%2520du%2520Loup%2520Cha%25CC%2582teauneuf-du-Pape%25202020.png,,"2020, 2019, 2016",sand; limestone,grenache; syrah; mourvedre,red,398,,"Gentle pressing, wild yeast",12–18 months in neutral oak,"Cherry, red berries, herbs, soft tannins","Grilled lamb, ratatouille, hard cheeses",94 (Jeb Dunnuck),,354775,Chateau de la Font du Loup Chateauneuf-du-Pape 2020
Château de la Maltroye Chassagne-Montrachet 1er Cru 'Morgeot Vigne Blanche' 2020,chateau-de-la-maltroye-chassagne-montrachet-1er-cru-morgeot-vigne-blanche-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b274f5087a4313a2062ce,Thu Dec 12 2024 18:11:27 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:52 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b274f5087a4313a206231_67385ad163ceb23b3a529068_Chateau%2520de%2520la%2520Maltroye%2520Chassagne%2520Montrachet%25201er%2520Cru%2520%2527Morgeot%2520Vigne%2520Blanche%25202020.png,,"2020, 2018, 2016",clay-limestone,chardonnay,white,948,,Fermented in oak barrels,12–16 months in French oak,"Citrus, white flowers, vanilla, creamy texture","Lobster, roast chicken, creamy risottos",92 (Wine Enthusiast),,354777,Chateau de la Maltroye Chassagne-Montrachet 1er Cru 'Morgeot Vigne Blanche' 2020
Claude Dugat La Gibryotte Bourgogne Rouge Burgundy 2020,claude-dugat-la-gibryotte-bourgogne-rouge-burgundy-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27571e44e01bc7c50401,Thu Dec 12 2024 18:11:35 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:59 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27561e44e01bc7c503c9_6732083884c9b5789df0abad_Claude%2520Dugat%2520La%2520Gibryotte%2520Bourgogne%2520Rouge%2520Burgundy%25202020.png,,"2020, 2021",clay-limestone,pinot-noir,red,328,,Fermentation in open vats,12 months in French oak barrels,"Ripe red berries, floral notes, silky texture","Duck confit, salmon, Brie cheese",92 (Wine Advocate),,354841,Claude Dugat La Gibryotte Bourgogne Rouge Burgundy 2020
Clos Mogador Nelin Blanc 2019,clos-mogador-nelin-blanc-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275745ad0ffea9ce31d7,Thu Dec 12 2024 18:11:35 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:59 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275745ad0ffea9ce31b0_6734e1e8b502809c5c5b7d39_Clos%2520Mogador%2520Nelin%2520Blanc%25202019.png,,"2019, 2020, 2021",slate; schist,grenache-blanc; macabeu; others,white,498,,Fermented in oak and concrete,12 months in oak and amphora,"Stone fruits, citrus, white flowers, mineral texture","Grilled fish, seafood paella, Manchego cheese",93 (Wine Advocate),,354843,Clos Mogador Nelin Blanc 2019
Cockburn's 20 Years Old Tawny Port N.V.,cockburns-20-years-old-tawny-port-n-v,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2757c223e83080056780,Thu Dec 12 2024 18:11:35 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:59 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2757c223e83080056774_6734e1e9c02b8e0e52045ff0_Cockburn%2527s%252020%2520Years%2520Old%2520Tawny%2520Port%2520N.V.png,,N.V.,schist,touriga-nacional; others,red,329,,Fortified wine,Aged in seasoned oak casks,"Dried fruits, nuts, caramel, honeyed richness","Blue cheese, chocolate desserts, roasted nuts",94 (Wine Enthusiast),,354845,Cockburn's 20 Years Old Tawny Port N.V.
Columbia Crest Reserve Cabernet Sauvignon 2004,columbia-crest-reserve-cabernet-sauvignon-2004,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2758caeaffec3895deb4,Thu Dec 12 2024 18:11:36 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:00 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2757caeaffec3895de84_6734e1e871c56169c7c60dfc_Columbia%2520Crest%2520Reserve%2520Cabernet%2520Sauvignon%2520Columbia%2520Valley%25202004.png,,"2004, 2005, 2007",sand; loam; gravel,cabernet-sauvignon,red,548,,"Cold soak, fermentation in steel",24 months in French oak,"Blackcurrant, cedar, dark chocolate, velvety tannins","Grilled steak, lamb chops, sharp cheddar",92 (Wine Spectator),,354847,Columbia Crest Reserve Cabernet Sauvignon 2004
Confratelli di San Michele Barbaresco Cottà 1974,confratelli-di-san-michele-barbaresco-cotta-1974,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27588dac4217f7d25017,Thu Dec 12 2024 18:11:36 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:55:59 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27588dac4217f7d24fd6_6732083d35ccfc6263c32c1f_Confratelli%2520di%2520San%2520Michele%2520Barbaresco%2520Cotta%25CC%2580%25201974.png,,"1974, 1978, 1982",clay-limestone,nebbiolo,red,799,,Traditional Barbaresco methods,Aged in large Slavonian oak barrels,"Dried cherry, rose, tar, evolved complexity","Osso buco, mushroom risotto, Parmigiano-Reggiano",N/A,,354849,Confratelli di San Michele Barbaresco Cotta 1974
"Cordero di Montezemolo Enrico VI, Barolo 2006",cordero-di-montezemolo-enrico-vi-barolo-2006,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2758061aeb5c8775c7c0,Thu Dec 12 2024 18:11:36 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:00 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2757061aeb5c8775c7a6_6732083ca63da4ba03542adf_Cordero%2520di%2520Montezemolo%2520Enrico%2520VI%252C%2520Barolo%25202006.png,,"2006, 2008, 2010",calcareous-clay,nebbiolo,red,725,,"Long maceration, steel ferment",24 months in French oak,"Red berries, violets, licorice, robust structure","Braised meats, wild boar, aged Pecorino",95 (Wine Advocate),,354851,"Cordero di Montezemolo Enrico VI, Barolo 2006"
Coudray-Bizot Chateau de Beaufort Les Champeaux 2013,coudray-bizot-chateau-de-beaufort-les-champeaux-2013,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275967d8d8a69b0543d1,Thu Dec 12 2024 18:11:37 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:00 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275867d8d8a69b0542d1_6732083ce90b62ef85b94893_Coudray-Bizot%2520Chateau%2520de%2520Beaufort%2520Les%2520Champeaux%2520Gevrey%2520Chambertin%2520Premier%2520Cru%25202013.png,,"2013, 2015, 2018",limestone; marl,pinot-noir,red,930,,Fermentation in open wooden vats,18 months in French oak barrels,"Raspberries, earthy notes, fine tannins","Duck breast, beef Bourguignon, soft cheeses",92 (Vinous),,354853,Coudray-Bizot Chateau de Beaufort Les Champeaux 2013
Dalton Winery Levantina 2021,dalton-winery-levantina-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2759416c3d14851040d9,Thu Dec 12 2024 18:11:37 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:00 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2758416c3d148510407f_6734e1e8df5c1e097e38c5e0_Dalton%2520Winery%2520Levantina%25202021.png,,"2021, 2022",volcanic-soils,viognier; roussanne; marsanne,white,298,,Fermented in stainless steel,8 months in stainless steel,"Pear, apricot, honeysuckle, vibrant acidity","Grilled chicken, roasted vegetables, Brie",90 (Wine Enthusiast),,354855,Dalton Winery Levantina 2021
Dalton Winery Wild One 2022,dalton-winery-wild-one-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275966b985d10e7f65b7,Thu Dec 12 2024 18:11:37 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:00 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275866b985d10e7f6598_6734e1eb380f36befdb4b9ae_Dalton%2520Winery%2520Wild%2520One%25202022.png,,"2022, 2023",rocky-soils,sauvignon-blanc,white,298,,"Natural fermentation, minimal SO₂",Aged on lees in stainless steel,"Tropical fruits, herbal notes, crisp finish","Citrus salads, goat cheese, sushi",88 (Decanter),,354857,Dalton Winery Wild One 2022
De Maria Dogliani Barbaresco Riserva Speciale DOCG 1967,de-maria-dogliani-barbaresco-riserva-speciale-docg-1967,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275987d97e855054d951,Thu Dec 12 2024 18:11:37 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:00 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275987d97e855054d931_6732083b9e575f0f0e14166f_De%2520Maria%2520Dogliani%2520Barbaresco%2520Riserva%2520Speciale%2520DOCG%2520Piedmont%25201967.png,,"1967, 1970, 1974",marl; limestone,nebbiolo,red,749,,Traditional Barbaresco methods,Aged in large oak casks,"Dried rose, cherry, truffle, well-integrated tannins","Truffle pasta, game birds, aged Parmigiano",N/A,,354859,De Maria Dogliani Barbaresco Riserva Speciale DOCG 1967
Dom Perignon Vintage Luminous 2012,dom-perignon-vintage-luminous-2012,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27595577966c5986b36e,Thu Dec 12 2024 18:11:37 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:01 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27595577966c5986b350_67386df90036ea32822ea8bd_Dom%2520Perignon%2520Vintage%2520Luminous%25202012.png,,"2012, 2008, 2006",chalk; limestone,chardonnay; pinot-noir,sparkling,2188,,"Bottle fermentation, lees aging",8 years on lees,"Citrus, stone fruit, brioche, toasted almond","Caviar, lobster, creamy pasta",98 (Wine Spectator),,354861,Dom Perignon Vintage Luminous 2012
Domain Mosnier Chablis 1er Cru Beauroy 2021,domain-mosnier-chablis-1er-cru-beauroy-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275a76596dde4e5ff195,Thu Dec 12 2024 18:11:38 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:01 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275a76596dde4e5ff0f7_6732083c5fb3685dcfd6c8ef_Domain%2520Mosnier%2520Chablis%25201er%2520Cru%2520Beauroy%25202021.png,,"2021, 2019, 2017",kimmeridgian-limestone,chardonnay,sparkling; white,350,,"Fermented in steel, aged in oak",Partial oak aging,"Pear, quince, subtle vanilla, mineral edge","Seared scallops, sushi, goat cheese",93 (Wine Advocate),,354867,Domain Mosnier Chablis 1er Cru Beauroy 2021
Domain Mosnier Chablis 2020,domain-mosnier-chablis-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275a9ee615df28bb338a,Thu Dec 12 2024 18:11:38 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:01 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275a9ee615df28bb3344_673208385387060c754b757e_Domain%2520Mosnier%2520Chablis%25202020.png,,"2020, 2021, 2018",limestone; marl,chardonnay,sparkling; white,243,,Fermented and aged in stainless,Aged on fine lees,"Crisp apple, citrus, wet stone minerality","Seafood platter, Caesar salad, soft cheeses",90 (Wine Spectator),,354869,Domain Mosnier Chablis 2020
Domain Mosnier Chablis “1893 Heritage” 2021,domain-mosnier-chablis-1893-heritage-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275973555e4688508ff3,Thu Dec 12 2024 18:11:37 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:01 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275973555e4688508f72_6732083833eb6a47955bf111_Domain%2520Mosnier%2520Chablis%25201893%2520Heritage%25202021.png,,"2021, 2020",kimmeridgian-limestone,chardonnay,sparkling; white,378,,Fermentation in stainless steel,Aged on fine lees,"Citrus zest, green apple, saline minerality","Oysters, grilled fish, fresh goat cheese",92 (Wine Enthusiast),,354863,Domain Mosnier Chablis “1893 Heritage” 2021
Domain Mosnier Chablis “Terre de Secret” 2020,domain-mosnier-chablis-terre-de-secret-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275bdb059bfc62f4dbd3,Thu Dec 12 2024 18:11:39 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:01 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275bdb059bfc62f4dbb5_6732083c257506d26ea2a873_Domain%2520Mosnier%2520Chablis%2520Terre%2520de%2520Secret%25202020.png,,"2020, 2019",limestone; clay,chardonnay,sparkling; white,338,,Stainless steel fermentation,12 months on lees,"Lemon, white flowers, flinty finish","Shellfish, asparagus quiche, creamy cheeses",91 (Decanter),,354865,Domain Mosnier Chablis “Terre de Secret” 2020
Domain Mosnier Petit Chablis 2022,domain-mosnier-petit-chablis-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275a87e8703385633335,Thu Dec 12 2024 18:11:38 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:01 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275a87e8703385633317_67320836881386c295df11da_Domain%2520Mosnier%2520Petit%2520Chablis%25202022.png,,"2022, 2021",limestone,chardonnay,sparkling; white,198,,Fermented in stainless steel,Short aging in stainless steel,"Fresh citrus, green apple, chalky minerality","Raw oysters, shrimp cocktail, light salads",88 (Decanter),,354871,Domain Mosnier Petit Chablis 2022
Domaine Alain Graillot Crozes-Hermitage La Guiraude 2019,domaine-alain-graillot-crozes-hermitage-la-guiraude-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275acaeaffec3895e05b,Thu Dec 12 2024 18:11:38 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:02 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275acaeaffec3895e02f_67386dfdcab8ba18ca6f17b0_Domaine%2520Alain%2520Graillot%2520Crozes-Hermitage%2520La%2520Guiraude%2520Rhone%25202019.png,,"2019, 2018, 2015",granite; alluvial-soils,syrah,red,488,,Open-vat fermentation,12 months in French oak barrels,"Black fruits, pepper, violet, smoked meat","Grilled lamb, venison stew, hard cheeses",94 (Wine Advocate),,354873,Domaine Alain Graillot Crozes-Hermitage La Guiraude 2019
Domaine Charles Joguet Chinon Clos de la Dioterie 2016,domaine-charles-joguet-chinon-clos-de-la-dioterie-2016,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275b2d9d5305f3f29958,Thu Dec 12 2024 18:11:39 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:02 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275a2d9d5305f3f298c6_6732083ae6e216165a8b6d5c_Domaine%2520Charles%2520Joguet%2520Chinon%2520Clos%2520de%2520la%2520Dioterie%2520Loire%25202016.png,,"2016, 2018, 2014",limestone; clay,cabernet-franc,red,499,,Traditional maceration,18 months in French oak,"Blackberry, graphite, herbal notes, elegant tannins","Duck confit, roast pork, soft-ripened cheeses",93 (Vinous),,354875,Domaine Charles Joguet Chinon Clos de la Dioterie 2016
Domaine Chevalier Père & Fils Corton Le Rognet Grand Cru 2020,domaine-chevalier-pere-fils-corton-le-rognet-grand-cru-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275bfd842a9391307f58,Thu Dec 12 2024 18:11:39 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:02 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275bfd842a9391307f43_6732083b472b1b6e0d7ed809_Domaine%2520Chevalier%2520Pere%2520%2526%2520Fils%2520Corton%2520Le%2520Rognet%2520Grand%2520Cru%25202020.png,,"2020, 2018, 2016",limestone; marl,pinot-noir,red,998,,Traditional fermentation,18–24 months in French oak barrels,"Black cherry, truffle, spice, silky tannins","Roast duck, wild mushroom risotto, aged cheeses",95 (Wine Advocate),,354877,Domaine Chevalier Pere & Fils Corton Le Rognet Grand Cru 2020
Domaine Chevalier Père & Fils Gevrey-Chambertin Côte de Nuits 2018,domaine-chevalier-pere-fils-gevrey-chambertin-cote-de-nuits-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275b6391c7c3e2436e6e,Thu Dec 12 2024 18:11:39 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:02 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275b6391c7c3e2436e53_67385ad242b050bada514a5e_Domaine%2520Chevalier%2520Pere%2520%2526%2520Fils%2520Gevrey%2520Chambertin%2520Cote%2520de%2520Nuits%25202018.png,,"2018, 2017, 2015",clay-limestone,pinot-noir,red,548,,Fermented in open vats,12–18 months in French oak barrels,"Red berries, undergrowth, earthy notes, vibrant acidity","Grilled quail, rack of lamb, Brie cheese",93 (Wine Spectator),,354881,Domaine Chevalier Pere & Fils Gevrey-Chambertin Côte de Nuits 2018
Domaine Chevalier Père & Fils Le Clou d'Orge Ladoix Premier Cru 2018,domaine-chevalier-pere-fils-le-clou-dorge-ladoix-premier-cru-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275bfb10441f8100f123,Thu Dec 12 2024 18:11:39 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:02 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275bfb10441f8100f105_6732083a5ec533295a71d106_Domaine%2520Chevalier%2520Pere%2520%2526%2520Fils%2520Le%2520Clou%2520d_Orge%2520Ladoix%2520Premier%2520Cru%25202018.png,,"2018, 2016, 2020",limestone; marl,chardonnay,white,439,,Fermentation in steel and oak,12 months in French oak barrels,"Citrus, ripe pear, toasted almond, flinty minerality","Lobster, seared scallops, creamy cheeses",91 (Vinous),,354883,Domaine Chevalier Pere & Fils Le Clou d'Orge Ladoix Premier Cru 2018
Domaine Chevalier Père & Fils Le Clou d'Orge Ladoix Premier Cru 2020,domaine-chevalier-pere-fils-le-clou-dorge-ladoix-premier-cru-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275b1432392beb003234,Thu Dec 12 2024 18:11:39 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:02 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275b1432392beb003216_6734e1ea4e0c2b49adfefe68_Domaine%2520Chevalier%2520Pere%2520%2526%2520Fils%2520Le%2520Clou%2520d%2527Orge%2520Ladoix%2520Premier%2520Cru%25202020.png,,"2020, 2018, 2019",limestone; marl,chardonnay,white,450,,Fermentation in oak,12 months in 25% new oak barrels,"White peach, lemon zest, hazelnut, mineral finish","Pan-seared fish, roasted poultry, Comté cheese",92 (Wine Enthusiast),,354885,Domaine Chevalier Pere & Fils Le Clou d'Orge Ladoix Premier Cru 2020
Domaine Daniel Dampt et Fils Les Lys Chablis Premier Cru 2019,domaine-daniel-dampt-et-fils-les-lys-chablis-premier-cru-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275c35c8eb9a8cb09c67,Thu Dec 12 2024 18:11:40 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:02 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275c35c8eb9a8cb09c4d_6734e1ee6684bfa6b30addbf_Domaine%2520Daniel%2520Dampt%2520et%2520Fils%2520Les%2520Lys%2520Chablis%2520Premier%2520Cru%25202019.png,,"2019, 2018, 2021",kimmeridgian-limestone,chardonnay,white,398,,Fermented in stainless steel,12 months on fine lees,"Lemon, green apple, wet stone, floral aroma","Oysters, goat cheese salad, grilled prawns",91 (Decanter),,354887,Domaine Daniel Dampt et Fils Les Lys Chablis Premier Cru 2019
